user_id,skill_name,id,fdsfsda
user_5540,Technology,,280
user_5606,Technology,,5152
user_5626,Technology,,6017
user_5694,Technology,,4725
user_5715,Technology,,4014
user_5740,Technology,,1716
user_5748,Technology,,3511
user_5779,Technology,,607
user_5785,Technology,,3022
user_5793,Technology,,6359
user_5804,Technology,,3405
user_5825,Technology,,2489
user_5829,Technology,,1446
user_5934,Technology,,2564
user_5967,Technology,,3832
user_6045,Technology,,793
user_6088,Technology,,5326
user_6101,Technology,,5734
user_6108,Technology,,2408
user_6146,Technology,,4967
user_6150,Technology,,4021
user_6173,Technology,,1356
user_6177,Technology,,4135
user_6231,Technology,,5056
user_6393,Technology,,1533
user_6408,Technology,,1643
user_6477,Technology,,4400
user_6566,Technology,,2982
user_6566,Technology,,3892
user_6624,Technology,,2283
user_6629,Technology,,4242
user_6647,Technology,,3682
user_6663,Technology,,2515
user_6664,Technology,,4628
user_6692,Technology,,1076
user_6725,Technology,,4820
user_6728,Technology,,3429
user_6814,Technology,,4390
user_6834,Technology,,756
user_6854,Technology,,4246
user_6911,Technology,,4292
user_6930,Technology,,2916
user_6956,Technology,,3800
user_7036,Technology,,5707
user_7061,Technology,,6168
user_7082,Technology,,870
user_7100,Technology,,5194
user_7139,Technology,,1538
user_7218,Technology,,4545
user_7232,Technology,,427
user_7244,Technology,,6252
user_7299,Technology,,5041
user_7352,Technology,,782
user_7379,Technology,,5844
user_7399,Technology,,2128
user_7441,Technology,,476
user_7470,Technology,,2318
user_7557,Technology,,4952
user_7560,Technology,,4194
user_7570,Technology,,5672
user_7580,Technology,,252
user_7594,Technology,,2522
user_7637,Technology,,4103
user_7676,Technology,,3859
user_7698,Technology,,1798
user_7781,Technology,,995
user_7850,Technology,,5451
user_7854,Technology,,3335
user_7858,Technology,,1612
user_7885,Technology,,3317
user_7931,Technology,,4903
user_7935,Technology,,5082
user_8032,Technology,,3616
user_8041,Technology,,5511
user_8052,Technology,,4039
user_8084,Technology,,5920
user_8143,Technology,,4996
user_8150,Technology,,2749
user_8155,Technology,,5095
user_8163,Technology,,3356
user_8189,Technology,,3145
user_8334,Technology,,5977
user_8338,Technology,,4774
user_8367,Technology,,2099
user_8383,Technology,,2253
user_8392,Technology,,3383
user_8450,Technology,,5391
user_8457,Technology,,6144
user_8467,Technology,,6343
user_8473,Technology,,1975
user_8478,Technology,,6401
user_8499,Technology,,3450
user_8546,Technology,,1138
user_8573,Technology,,834
user_8618,Technology,,2171
user_8641,Technology,,6347
user_8653,Technology,,6410
user_8654,Technology,,1439
user_8674,Technology,,4743
user_8705,Technology,,1327
user_8705,Technology,,111
user_8782,Technology,,1693
user_8794,Technology,,3348
user_8803,Technology,,4110
user_8873,Technology,,4896
user_8894,Technology,,877
user_8895,Technology,,2076
user_8932,Technology,,4815
user_8942,Technology,,2016
user_8963,Technology,,1259
user_8979,Technology,,4562
user_9019,Technology,,3238
user_9026,Technology,,760
user_9041,Technology,,6059
user_9108,Technology,,1730
user_9123,Technology,,2422
user_9146,Technology,,1569
user_9177,Technology,,4609
user_9342,Technology,,2657
user_9369,Technology,,2952
user_9380,Technology,,3809
user_9382,Technology,,4591
user_9389,Technology,,5478
user_9409,Technology,,4482
user_9413,Technology,,5102
user_9469,Technology,,2048
user_9503,Technology,,2345
user_9515,Technology,,929
user_9575,Technology,,2799
user_9582,Technology,,2844
user_9696,Technology,,1023
user_9789,Technology,,2382
user_9800,Technology,,1363
user_9824,Technology,,4960
user_9845,Technology,,1001
user_9858,Technology,,6219
user_9883,Technology,,25
user_9894,Technology,,3152
user_9952,Technology,,5367
user_9960,Technology,,5519
user_9980,Technology,,5957
kemi_imode,Technical Writing,,6465
namyanzi_edwards,Teamwork,,6458
tori_goyette,Team Management (Tori),,6483
user_1003,Teaching,,1334
user_1057,Teaching,,5203
user_1084,Teaching,,5355
user_1122,Teaching,,2869
user_1143,Teaching,,3091
user_1158,Teaching,,1860
user_1202,Teaching,,3889
user_1255,Teaching,,5697
user_1271,Teaching,,3129
user_1275,Teaching,,4267
user_1281,Teaching,,4684
user_1282,Teaching,,4566
user_1391,Teaching,,836
user_1394,Teaching,,3636
user_1405,Teaching,,2218
user_1444,Teaching,,1349
user_1496,Teaching,,5197
user_1501,Teaching,,1517
user_1519,Teaching,,6055
user_1573,Teaching,,3431
user_1590,Teaching,,5904
user_1599,Teaching,,2732
user_1621,Teaching,,4321
user_1693,Teaching,,5541
user_1698,Teaching,,3862
user_1698,Teaching,,5413
user_1714,Teaching,,1409
user_1742,Teaching,,4063
user_1810,Teaching,,3838
user_1842,Teaching,,3345
user_1850,Teaching,,1016
user_1926,Teaching,,5640
user_1982,Teaching,,4979
user_1997,Teaching,,4524
user_2016,Teaching,,716
user_2017,Teaching,,266
user_2044,Teaching,,3590
user_2100,Teaching,,5605
user_2141,Teaching,,1836
user_2167,Teaching,,2998
user_2192,Teaching,,5715
user_2261,Teaching,,2808
user_2363,Teaching,,5116
user_2382,Teaching,,5874
user_2434,Teaching,,1276
user_2469,Teaching,,2585
user_2471,Teaching,,4803
user_2475,Teaching,,4392
user_2548,Teaching,,4867
user_2675,Teaching,,2236
user_2706,Teaching,,5231
user_2708,Teaching,,4851
user_2776,Teaching,,4213
user_2788,Teaching,,6325
user_2817,Teaching,,2087
user_2824,Teaching,,2639
user_2984,Teaching,,3936
user_2998,Teaching,,5302
user_3043,Teaching,,676
user_3079,Teaching,,2532
user_3108,Teaching,,5594
user_3208,Teaching,,4575
user_3210,Teaching,,6304
user_3220,Teaching,,324
user_3306,Teaching,,1118
user_3320,Teaching,,804
user_3397,Teaching,,4522
user_3480,Teaching,,1364
user_3507,Teaching,,1395
user_3515,Teaching,,3850
user_3522,Teaching,,720
user_3524,Teaching,,3304
user_3541,Teaching,,4396
user_3595,Teaching,,3214
user_3626,Teaching,,4173
user_3634,Teaching,,3910
user_3647,Teaching,,5631
user_3664,Teaching,,1626
user_3689,Teaching,,2775
user_3708,Teaching,,5263
user_3764,Teaching,,6427
user_3909,Teaching,,3516
user_4031,Teaching,,1865
user_4119,Teaching,,1412
user_4119,Teaching,,4075
user_4124,Teaching,,3097
user_4303,Teaching,,1084
user_4352,Teaching,,3141
user_4369,Teaching,,1603
user_4398,Teaching,,5145
user_4487,Teaching,,3815
user_4538,Teaching,,1923
user_4542,Teaching,,762
user_4549,Teaching,,4982
user_4587,Teaching,,6373
user_4619,Teaching,,518
user_4651,Teaching,,6418
user_4673,Teaching,,355
user_4695,Teaching,,3888
user_4736,Teaching,,2240
user_4848,Teaching,,2619
user_4999,Teaching,,4977
user_5024,Teaching,,4
user_5031,Teaching,,5022
user_5161,Teaching,,4064
user_5264,Teaching,,3185
user_5278,Teaching,,5124
user_5626,Teaching,,6311
user_5654,Teaching,,2498
user_5750,Teaching,,6442
user_5775,Teaching,,1300
user_5775,Teaching,,2204
user_5781,Teaching,,6150
user_5805,Teaching,,3500
user_5829,Teaching,,4137
user_5844,Teaching,,6244
user_5851,Teaching,,1410
user_5992,Teaching,,3744
user_6083,Teaching,,4257
user_6091,Teaching,,3154
user_6100,Teaching,,4508
user_6229,Teaching,,3326
user_6258,Teaching,,6447
user_6266,Teaching,,5255
user_6289,Teaching,,3246
user_6298,Teaching,,2715
user_6318,Teaching,,5774
user_6393,Teaching,,6270
user_6471,Teaching,,4117
user_6572,Teaching,,4568
user_6594,Teaching,,3918
user_6610,Teaching,,2593
user_6659,Teaching,,1127
user_6695,Teaching,,1093
user_6729,Teaching,,3660
user_6734,Teaching,,3651
user_6736,Teaching,,406
user_6841,Teaching,,4228
user_6843,Teaching,,6292
user_6882,Teaching,,3971
user_6886,Teaching,,2476
user_6888,Teaching,,692
user_6943,Teaching,,5398
user_6960,Teaching,,4680
user_6989,Teaching,,3935
user_7021,Teaching,,5021
user_7092,Teaching,,4796
user_7126,Teaching,,2794
user_7162,Teaching,,624
user_7204,Teaching,,4253
user_7218,Teaching,,5633
user_7224,Teaching,,4861
user_7276,Teaching,,5896
user_7308,Teaching,,213
user_7314,Teaching,,4834
user_7319,Teaching,,2425
user_7404,Teaching,,5990
user_7427,Teaching,,3740
user_7465,Teaching,,5015
user_7570,Teaching,,207
user_7582,Teaching,,136
user_7585,Teaching,,778
user_7593,Teaching,,906
user_7687,Teaching,,1509
user_7738,Teaching,,1911
user_7782,Teaching,,4551
user_7793,Teaching,,4983
user_7818,Teaching,,1268
user_7837,Teaching,,2527
user_7854,Teaching,,6101
user_7869,Teaching,,5862
user_7987,Teaching,,4574
user_8060,Teaching,,1275
user_8111,Teaching,,2366
user_8256,Teaching,,4581
user_8270,Teaching,,2085
user_8291,Teaching,,4453
user_8301,Teaching,,5241
user_8308,Teaching,,5436
user_8320,Teaching,,5699
user_8474,Teaching,,4357
user_8519,Teaching,,3814
user_8623,Teaching,,1825
user_8635,Teaching,,4214
user_8657,Teaching,,5262
user_8673,Teaching,,3031
user_8794,Teaching,,6419
user_8814,Teaching,,4304
user_8822,Teaching,,2558
user_8918,Teaching,,4795
user_8996,Teaching,,5141
user_9200,Teaching,,2893
user_9202,Teaching,,1033
user_9236,Teaching,,5591
user_9240,Teaching,,3882
user_9435,Teaching,,3
user_9482,Teaching,,292
user_9508,Teaching,,1167
user_9520,Teaching,,987
user_9559,Teaching,,4888
user_9565,Teaching,,5688
user_9601,Teaching,,3460
user_9706,Teaching,,2648
user_9710,Teaching,,2835
user_9716,Teaching,,5167
user_9774,Teaching,,4650
user_9805,Teaching,,1335
user_9818,Teaching,,4156
user_9857,Teaching,,4918
user_9863,Teaching,,1179
user_9885,Teaching,,853
user_9929,Teaching,,4663
ryan_roslansky,Strategic Vision (Ryan),,6485
tori_goyette,Strategic Leadership (Tori),,6477
namyanzi_edwards,STEM Research,,6462
namyanzi_edwards,Start-up Leadership,,6457
kemi_imode,Software Development,,6467
user_1041,Software,,6024
user_1047,Software,,1901
user_1131,Software,,459
user_1138,Software,,1468
user_1151,Software,,2411
user_1198,Software,,4535
user_1227,Software,,6369
user_1249,Software,,734
user_1296,Software,,4788
user_1321,Software,,3624
user_1327,Software,,4940
user_1364,Software,,5114
user_1368,Software,,599
user_1386,Software,,1266
user_1395,Software,,2137
user_1396,Software,,3438
user_1402,Software,,4910
user_1465,Software,,1527
user_1485,Software,,2969
user_1487,Software,,5467
user_1541,Software,,5982
user_1592,Software,,3037
user_1606,Software,,1034
user_1636,Software,,5348
user_1671,Software,,1617
user_1708,Software,,5859
user_1711,Software,,2449
user_1725,Software,,3134
user_1729,Software,,5000
user_1733,Software,,3956
user_1772,Software,,1269
user_1778,Software,,816
user_1822,Software,,565
user_1846,Software,,1151
user_1868,Software,,3251
user_1920,Software,,5016
user_1954,Software,,369
user_1984,Software,,3268
user_2019,Software,,3879
user_2073,Software,,4708
user_2193,Software,,939
user_2340,Software,,3982
user_2436,Software,,255
user_2442,Software,,1081
user_2458,Software,,3321
user_2504,Software,,5736
user_2542,Software,,1448
user_2544,Software,,3163
user_2679,Software,,1822
user_2710,Software,,3231
user_2756,Software,,6030
user_2773,Software,,4296
user_2916,Software,,5105
user_3130,Software,,5818
user_3135,Software,,1173
user_3150,Software,,5745
user_3199,Software,,5808
user_3222,Software,,4731
user_3227,Software,,4057
user_3235,Software,,2644
user_3302,Software,,3870
user_3324,Software,,3845
user_3335,Software,,612
user_3344,Software,,655
user_3347,Software,,2462
user_3347,Software,,5552
user_3349,Software,,6188
user_3434,Software,,4439
user_3439,Software,,3049
user_3477,Software,,4090
user_3534,Software,,5384
user_3560,Software,,2765
user_3573,Software,,1512
user_3591,Software,,1099
user_3594,Software,,2308
user_3610,Software,,5649
user_3629,Software,,6196
user_3649,Software,,1113
user_3665,Software,,3398
user_3679,Software,,2754
user_3725,Software,,2228
user_3747,Software,,5620
user_3826,Software,,4153
user_3840,Software,,2215
user_3879,Software,,4782
user_3892,Software,,3750
user_3897,Software,,2121
user_3937,Software,,5406
user_3975,Software,,5869
user_4000,Software,,3274
user_4036,Software,,3775
user_4044,Software,,2705
user_4052,Software,,2451
user_4193,Software,,957
user_4300,Software,,1212
user_4403,Software,,1737
user_4416,Software,,3008
user_4422,Software,,3565
user_4469,Software,,3667
user_4581,Software,,4826
user_4593,Software,,5535
user_4659,Software,,4328
user_4672,Software,,1306
user_4730,Software,,773
user_4757,Software,,4693
user_4789,Software,,3532
user_4793,Software,,3103
user_5014,Software,,2190
user_5031,Software,,150
user_5112,Software,,5485
user_5141,Software,,5132
user_5151,Software,,1666
user_5179,Software,,4081
user_5184,Software,,2667
user_5210,Software,,3990
user_5260,Software,,637
user_5306,Software,,4547
user_5339,Software,,352
user_5377,Software,,222
user_5388,Software,,1202
user_5411,Software,,1190
user_5422,Software,,1871
user_5445,Software,,1231
user_5585,Software,,5936
user_5606,Software,,5150
user_5644,Software,,4007
user_5693,Software,,2865
user_5715,Software,,4012
user_5804,Software,,3403
user_5819,Software,,4700
user_5820,Software,,4451
user_5825,Software,,2487
user_5854,Software,,1840
user_5882,Software,,2988
user_5961,Software,,3539
user_6045,Software,,791
user_6101,Software,,5732
user_6108,Software,,2406
user_6129,Software,,3487
user_6146,Software,,4965
user_6146,Software,,3708
user_6164,Software,,6065
user_6173,Software,,1354
user_6231,Software,,5054
user_6251,Software,,725
user_6291,Software,,3071
user_6383,Software,,1948
user_6393,Software,,1784
user_6408,Software,,1641
user_6460,Software,,1593
user_6557,Software,,841
user_6647,Software,,3680
user_6663,Software,,2513
user_6692,Software,,1075
user_6725,Software,,4818
user_6728,Software,,3427
user_6746,Software,,1683
user_6766,Software,,2728
user_6767,Software,,2790
user_6789,Software,,4352
user_6814,Software,,4388
user_6830,Software,,542
user_6911,Software,,4290
user_6930,Software,,2914
user_7073,Software,,6230
user_7196,Software,,1495
user_7202,Software,,1744
user_7232,Software,,425
user_7236,Software,,3466
user_7244,Software,,6250
user_7272,Software,,4275
user_7282,Software,,4929
user_7299,Software,,5039
user_7352,Software,,780
user_7391,Software,,3867
user_7421,Software,,4332
user_7430,Software,,4464
user_7441,Software,,474
user_7473,Software,,2009
user_7505,Software,,5997
user_7557,Software,,4950
user_7560,Software,,4192
user_7570,Software,,5670
user_7594,Software,,2521
user_7676,Software,,3857
user_7698,Software,,1796
user_7922,Software,,5562
user_7931,Software,,4901
user_7938,Software,,2700
user_8032,Software,,3614
user_8041,Software,,5509
user_8043,Software,,184
user_8052,Software,,4037
user_8150,Software,,2747
user_8155,Software,,5093
user_8188,Software,,6352
user_8210,Software,,4529
user_8334,Software,,5975
user_8337,Software,,264
user_8346,Software,,5897
user_8367,Software,,2097
user_8383,Software,,2251
user_8392,Software,,3381
user_8421,Software,,6203
user_8422,Software,,1576
user_8450,Software,,5389
user_8478,Software,,6400
user_8499,Software,,3448
user_8512,Software,,3552
user_8568,Software,,1553
user_8618,Software,,2169
user_8705,Software,,1325
user_8758,Software,,3444
user_8782,Software,,1691
user_8798,Software,,3781
user_8816,Software,,102
user_8895,Software,,2074
user_8932,Software,,4813
user_8942,Software,,2014
user_8963,Software,,6008
user_9036,Software,,3975
user_9170,Software,,4665
user_9223,Software,,2359
user_9262,Software,,1584
user_9267,Software,,1088
user_9287,Software,,3208
user_9380,Software,,3807
user_9409,Software,,4480
user_9469,Software,,2046
user_9488,Software,,3370
user_9515,Software,,927
user_9561,Software,,5296
user_9575,Software,,2797
user_9667,Software,,1476
user_9696,Software,,1021
user_9775,Software,,422
user_9824,Software,,4958
user_9844,Software,,695
user_9883,Software,,23
user_9890,Software,,6209
user_9894,Software,,3150
user_9980,Software,,5955
kemi_imode,Sociological Analysis,,6464
user_1032,Science,,5439
user_1041,Science,,6021
user_1131,Science,,460
user_1247,Science,,1290
user_1321,Science,,3623
user_1327,Science,,4936
user_1351,Science,,2855
user_1364,Science,,5110
user_1368,Science,,596
user_1376,Science,,6045
user_1386,Science,,1262
user_1402,Science,,4906
user_1424,Science,,4594
user_1487,Science,,5466
user_1491,Science,,4759
user_1555,Science,,526
user_1592,Science,,3034
user_1636,Science,,5345
user_1648,Science,,535
user_1708,Science,,5855
user_1711,Science,,2445
user_1721,Science,,296
user_1738,Science,,4517
user_1868,Science,,3248
user_1928,Science,,3945
user_1953,Science,,4718
user_1954,Science,,368
user_1979,Science,,2247
user_1984,Science,,3265
user_2001,Science,,6074
user_2019,Science,,3875
user_2073,Science,,4704
user_2132,Science,,5791
user_2309,Science,,4474
user_2340,Science,,3978
user_2347,Science,,2144
user_2399,Science,,5234
user_2461,Science,,2759
user_2534,Science,,1418
user_2544,Science,,3159
user_2679,Science,,1819
user_2722,Science,,5835
user_2739,Science,,2394
user_2773,Science,,4295
user_2786,Science,,3711
user_2814,Science,,3420
user_2989,Science,,6449
user_3072,Science,,2026
user_3130,Science,,5815
user_3133,Science,,5926
user_3135,Science,,1170
user_3207,Science,,911
user_3222,Science,,4730
user_3227,Science,,4053
user_3257,Science,,2821
user_3274,Science,,4842
user_3302,Science,,3871
user_3344,Science,,654
user_3439,Science,,3045
user_3453,Science,,6159
user_3487,Science,,1704
user_3490,Science,,6
user_3507,Science,,4679
user_3524,Science,,3476
user_3573,Science,,1511
user_3591,Science,,1095
user_3627,Science,,2540
user_3636,Science,,5069
user_3649,Science,,1110
user_3725,Science,,2224
user_3747,Science,,5617
user_3767,Science,,4837
user_3790,Science,,1919
user_3826,Science,,4150
user_3879,Science,,4781
user_3892,Science,,3747
user_3897,Science,,2117
user_3975,Science,,5865
user_4020,Science,,1765
user_4036,Science,,3771
user_4052,Science,,2452
user_4094,Science,,5258
user_4300,Science,,1211
user_4416,Science,,3007
user_4449,Science,,5987
user_4493,Science,,3586
user_4722,Science,,5880
user_4757,Science,,4690
user_4789,Science,,3528
user_4793,Science,,3100
user_4813,Science,,6107
user_4864,Science,,412
user_4879,Science,,1500
user_5011,Science,,2369
user_5058,Science,,5207
user_5066,Science,,5005
user_5098,Science,,1812
user_5112,Science,,5481
user_5151,Science,,1662
user_5179,Science,,4078
user_5339,Science,,348
user_5377,Science,,219
user_5388,Science,,1198
user_5411,Science,,1186
user_5417,Science,,305
user_5422,Science,,1868
user_5445,Science,,1232
user_5489,Science,,3819
user_5540,Science,,276
user_5585,Science,,5933
user_5626,Science,,6013
user_5635,Science,,5286
user_5693,Science,,2862
user_5723,Science,,4863
user_5740,Science,,1712
user_5746,Science,,231
user_5770,Science,,978
user_5779,Science,,603
user_5785,Science,,3018
user_5793,Science,,6355
user_5819,Science,,4697
user_5820,Science,,4450
user_5829,Science,,1442
user_5831,Science,,5222
user_5854,Science,,1839
user_5882,Science,,2985
user_5934,Science,,2560
user_5967,Science,,3828
user_6088,Science,,5327
user_6129,Science,,3488
user_6146,Science,,3704
user_6150,Science,,4017
user_6164,Science,,6066
user_6243,Science,,2580
user_6280,Science,,2743
user_6383,Science,,1949
user_6393,Science,,1532
user_6393,Science,,1781
user_6460,Science,,1592
user_6461,Science,,1505
user_6624,Science,,2279
user_6629,Science,,4238
user_6664,Science,,4624
user_6712,Science,,1724
user_6746,Science,,1682
user_6766,Science,,2725
user_6767,Science,,2787
user_6789,Science,,4349
user_6830,Science,,539
user_6834,Science,,752
user_6854,Science,,4247
user_6956,Science,,3796
user_7036,Science,,5703
user_7058,Science,,5048
user_7061,Science,,6165
user_7082,Science,,866
user_7100,Science,,5190
user_7196,Science,,1491
user_7218,Science,,4541
user_7236,Science,,3462
user_7272,Science,,4272
user_7391,Science,,3864
user_7399,Science,,2124
user_7430,Science,,4461
user_7470,Science,,2314
user_7473,Science,,2005
user_7505,Science,,5993
user_7634,Science,,2000
user_7637,Science,,4099
user_7661,Science,,1832
user_7739,Science,,3116
user_7850,Science,,5447
user_7851,Science,,2061
user_7854,Science,,3331
user_7858,Science,,1608
user_7922,Science,,5563
user_7935,Science,,5078
user_7938,Science,,2696
user_8038,Science,,2373
user_8043,Science,,181
user_8079,Science,,4652
user_8084,Science,,5921
user_8109,Science,,436
user_8143,Science,,4992
user_8163,Science,,3352
user_8189,Science,,3144
user_8210,Science,,4525
user_8337,Science,,260
user_8338,Science,,4771
user_8389,Science,,4890
user_8422,Science,,1572
user_8457,Science,,6140
user_8467,Science,,6339
user_8473,Science,,1971
user_8512,Science,,3548
user_8546,Science,,1134
user_8568,Science,,1549
user_8573,Science,,830
user_8605,Science,,6100
user_8641,Science,,6348
user_8654,Science,,1435
user_8674,Science,,4739
user_8697,Science,,3588
user_8705,Science,,108
user_8758,Science,,3443
user_8798,Science,,3778
user_8803,Science,,4106
user_8851,Science,,2235
user_8873,Science,,4897
user_8894,Science,,873
user_8930,Science,,4734
user_8932,Science,,4584
user_8957,Science,,509
user_8963,Science,,6007
user_8963,Science,,1260
user_8979,Science,,4561
user_9026,Science,,759
user_9108,Science,,1729
user_9109,Science,,2553
user_9123,Science,,2418
user_9170,Science,,4666
user_9177,Science,,4605
user_9223,Science,,2355
user_9262,Science,,1580
user_9287,Science,,3205
user_9342,Science,,2653
user_9389,Science,,5479
user_9413,Science,,5098
user_9432,Science,,2945
user_9452,Science,,4095
user_9464,Science,,2362
user_9488,Science,,3366
user_9561,Science,,5295
user_9582,Science,,2840
user_9617,Science,,1562
user_9620,Science,,3728
user_9622,Science,,5377
user_9667,Science,,1473
user_9775,Science,,418
user_9844,Science,,694
user_9845,Science,,1000
user_9890,Science,,6206
user_9952,Science,,5363
user_9960,Science,,5515
patrick_fung,Research Writing (Patrick),,6475
kemi_imode,Research,,6469
kemi_imode,Python,,6463
user_1395,Python,,3719
user_1405,Python,,943
user_1519,Python,,3292
user_2897,Python,,2777
user_4520,Python,,1310
user_4703,Python,,3595
user_5292,Python,,2330
user_5311,Python,,4421
user_5439,Python,,6430
user_5519,Python,,2267
user_5976,Python,,3081
user_6024,Python,,6314
user_6304,Python,,1451
user_6636,Python,,3190
user_6836,Python,,3388
user_9347,Python,,3544
ryan_roslansky,Public Thought Leadership (Ryan),,6489
patrick_fung,Public Speaking (Patrick),,6472
kemi_imode,Public Speaking,,6466
namyanzi_edwards,Public Speaking,,6459
user_1063,Psychology,,516
user_1084,Psychology,,5356
user_1106,Psychology,,690
user_1122,Psychology,,2868
user_1153,Psychology,,1520
user_1185,Psychology,,6302
user_1231,Psychology,,2415
user_1271,Psychology,,3130
user_1300,Psychology,,976
user_1329,Psychology,,2326
user_1334,Psychology,,3662
user_1358,Psychology,,1639
user_1394,Psychology,,3637
user_1405,Psychology,,2217
user_1444,Psychology,,1350
user_1481,Psychology,,4411
user_1501,Psychology,,1518
user_1578,Psychology,,5033
user_1621,Psychology,,4322
user_1638,Psychology,,5641
user_1693,Psychology,,5542
user_1697,Psychology,,5198
user_1841,Psychology,,5357
user_1880,Psychology,,5812
user_1914,Psychology,,2327
user_1924,Psychology,,3260
user_1935,Psychology,,298
user_1946,Psychology,,3534
user_1982,Psychology,,4980
user_1997,Psychology,,4523
user_2011,Psychology,,5637
user_2041,Psychology,,662
user_2078,Psychology,,5915
user_2167,Psychology,,2999
user_2200,Psychology,,615
user_2261,Psychology,,2807
user_2382,Psychology,,5875
user_2471,Psychology,,4802
user_2514,Psychology,,4970
user_2577,Psychology,,3386
user_2578,Psychology,,3554
user_2651,Psychology,,5002
user_2675,Psychology,,2237
user_2690,Psychology,,5067
user_2706,Psychology,,2115
user_2833,Psychology,,4639
user_2843,Psychology,,2493
user_2984,Psychology,,3937
user_3043,Psychology,,675
user_3079,Psychology,,2531
user_3118,Psychology,,898
user_3190,Psychology,,5557
user_3192,Psychology,,4364
user_3208,Psychology,,4576
user_3210,Psychology,,6305
user_3220,Psychology,,323
user_3320,Psychology,,805
user_3358,Psychology,,856
user_3409,Psychology,,993
user_3626,Psychology,,4174
user_3664,Psychology,,1625
user_3689,Psychology,,2774
user_3691,Psychology,,2709
user_3764,Psychology,,6428
user_3836,Psychology,,4403
user_3836,Psychology,,385
user_3859,Psychology,,1985
user_3968,Psychology,,736
user_4011,Psychology,,1702
user_4031,Psychology,,1866
user_4052,Psychology,,1370
user_4106,Psychology,,6071
user_4119,Psychology,,4074
user_4274,Psychology,,578
user_4369,Psychology,,1602
user_4487,Psychology,,3816
user_4538,Psychology,,1924
user_4567,Psychology,,1907
user_4579,Psychology,,2
user_4587,Psychology,,6374
user_4613,Psychology,,4041
user_4772,Psychology,,4285
user_4883,Psychology,,4443
user_4971,Psychology,,1470
user_4999,Psychology,,3582
user_5031,Psychology,,5023
user_5070,Psychology,,1065
user_5161,Psychology,,4065
user_5183,Psychology,,3951
user_5277,Psychology,,3679
user_5278,Psychology,,5125
user_5303,Psychology,,3626
user_5316,Psychology,,4539
user_5368,Psychology,,4170
user_5516,Psychology,,845
user_5721,Psychology,,2304
user_5775,Psychology,,2203
user_5788,Psychology,,2595
user_5805,Psychology,,3499
user_5829,Psychology,,4138
user_5844,Psychology,,6243
user_5859,Psychology,,5720
user_5869,Psychology,,1102
